Locus_a,Symbol_a,Gene_ID_a,WormBase_ID_a,Locus_b,Symbol_b,Gene_ID_b,WormBase_ID_b,RSPGM_Score,Pubmed_ID,Author,BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
B0035.1,-,178042,WBGene00007105,R02F2.5,-,187528,WBGene00019834,0.031242997,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
B0035.1,-,178042,WBGene00007105,T23C6.1,mdt-1.2,181755,WBGene00007011,0.002746538,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
B0035.1,-,178042,WBGene00007105,T28F12.2,unc-62,178845,WBGene00006796,0.032538719,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
B0035.1,-,178042,WBGene00007105,Y49E10.14,pie-1,176667,WBGene00004027,0.009714195,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
B0035.1,-,178042,WBGene00007105,Y51H4A.4,zip-7,178459,WBGene00013100,0.024411965,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
B0035.1,-,178042,WBGene00007105,Y54G9A.6,bub-3,175018,WBGene00013209,0.010013937,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
B0035.12,-,178053,WBGene00007111,T08G5.5,vps-39,179902,WBGene00011625,0.12696577,18692475,"Boxem M, et al. (2008)",-,-,-,-,MINT,-,-
B0035.12,-,178053,WBGene00007111,W04D2.1,atn-1,179709,WBGene00000228,0.18305843,18692475,"Boxem M, et al. (2008)",-,-,-,-,MINT,-,-
B0035.2,dnj-2,178043,WBGene00001020,F26E4.8,tba-1,172831,WBGene00006528,0.000296029,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
B0035.2,dnj-2,178043,WBGene00001020,R05F9.10,sgt-1,173846,WBGene00019893,0.10866932,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
B0035.6,-,178047,WBGene00007109,D2007.2,-,183938,WBGene00017042,0.000769781,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
B0035.6,-,178047,WBGene00007109,K01G5.1,rnf-113,176507,WBGene00010476,0.10025152,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
B0035.6,-,178047,WBGene00007109,ZK1225.6,ssp-31,173187,WBGene00006048,0.003402257,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
B0035.9,his-46,178050,WBGene00001920,F54C8.2,cpar-1,186223,WBGene00010036,0.004149627,18692475,"Boxem M, et al. (2008)",BioGRID,-,-,-,-,-,-
B0041.2,ain-2,172076,WBGene00015007,B0393.1,rps-0,175628,WBGene00004469,0.000277232,18042455,"Zhang L, et al. (2007)",-,-,-,-,-,-,WormBase
B0041.2,ain-2,172076,WBGene00015007,F02E9.2,lin-28,172626,WBGene00003014,0.008988524,18042455,"Zhang L, et al. (2007)",-,-,-,-,-,-,WormBase
B0041.2,ain-2,172076,WBGene00015007,F10G7.2,tsn-1,173811,WBGene00006626,0.002491151,18042455,"Zhang L, et al. (2007)",-,-,-,-,-,-,WormBase
B0041.2,ain-2,172076,WBGene00015007,F13D11.2,hbl-1,180848,WBGene00001824,0.009528179,18042455,"Zhang L, et al. (2007)",-,-,-,-,-,-,WormBase
B0041.2,ain-2,172076,WBGene00015007,F18H3.3,pab-2,181473,WBGene00003903,0.002491151,18042455,"Zhang L, et al. (2007)",-,-,-,-,-,-,WormBase
B0041.2,ain-2,172076,WBGene00015007,F48F7.1,alg-1,181504,WBGene00000105,0.001393044,18042455|22402495,"Zhang L, et al. (2007)|Kuzuoglu-Ozturk D, et al. (2012)",-,-,-,-,-,-,WormBase
B0041.2,ain-2,172076,WBGene00015007,M110.4,ifg-1,174322,WBGene00002066,0.027993132,18042455,"Zhang L, et al. (2007)",-,-,-,-,-,-,WormBase
B0041.2,ain-2,172076,WBGene00015007,T07D3.7,alg-2,173468,WBGene00000106,0.001494707,18042455,"Zhang L, et al. (2007)",-,-,-,-,-,-,WormBase
B0041.2,ain-2,172076,WBGene00015007,T17H7.4,pat-12,175227,WBGene00003936,0.25272385,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
B0041.2,ain-2,172076,WBGene00015007,T23G11.3,gld-1,172532,WBGene00001595,0.050945091,18042455,"Zhang L, et al. (2007)",-,-,-,-,-,-,WormBase
B0041.2,ain-2,172076,WBGene00015007,T25C12.1,lin-14,181337,WBGene00003003,0.009528179,18042455,"Zhang L, et al. (2007)",-,-,-,-,-,-,WormBase
B0041.2,ain-2,172076,WBGene00015007,W07B3.2,gei-4,175195,WBGene00001561,0.17395556,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
B0041.2,ain-2,172076,WBGene00015007,Y106G6H.2,pab-1,172920,WBGene00003902,0.035379071,18042455,"Zhang L, et al. (2007)",-,-,-,-,-,-,WormBase
B0041.2,ain-2,172076,WBGene00015007,ZK455.1,aco-1,181324,WBGene00000040,0.000311442,18042455,"Zhang L, et al. (2007)",-,-,-,-,-,-,WormBase
B0041.4,rpl-4,172074,WBGene00004415,B0238.12,-,178914,WBGene00015076,0.011806416,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
B0041.4,rpl-4,172074,WBGene00004415,F08G2.5,-,184201,WBGene00008577,0.003006989,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
B0041.4,rpl-4,172074,WBGene00004415,R11G11.7,pqn-60,187826,WBGene00004144,0.004999498,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
B0041.4,rpl-4,172074,WBGene00004415,T01G9.5,mei-1,172612,WBGene00003183,0.013235426,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
B0041.4,rpl-4,172074,WBGene00004415,T09A5.10,lin-5,174267,WBGene00002994,0.026358772,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
B0041.4,rpl-4,172074,WBGene00004415,W07B3.2,gei-4,175195,WBGene00001561,0.80259964,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
B0041.4,rpl-4,172074,WBGene00004415,Y18D10A.8,-,173151,WBGene00012478,0.028098512,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
B0041.4,rpl-4,172074,WBGene00004415,Y39E4B.1,abce-1,176733,WBGene00012714,0.009153046,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
B0041.4,rpl-4,172074,WBGene00004415,Y40B10A.2,comt-3,189785,WBGene00021487,0.18246021,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
B0041.4,rpl-4,172074,WBGene00004415,Y51H4A.17,sta-1,178465,WBGene00013111,0.002950142,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
B0041.6,ptps-1,181823,WBGene00015010,CC4.3,smu-1,173175,WBGene00004895,0.000235971,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
B0205.3,rpn-10,172977,WBGene00004466,B0336.10,rpl-23,175796,WBGene00004435,0.071598484,11559592|14704431|19123269,"Davy A, et al. (2001)|Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,-,GeneOrienteer,IntAct,MINT,WI8,-
B0205.3,rpn-10,172977,WBGene00004466,B0336.2,arf-1.2,175801,WBGene00000182,0.34612074,11559592|14704431,"Davy A, et al. (2001)|Li S, et al. (2004)",BioGRID,-,GeneOrienteer,IntAct,MINT,-,-
B0205.3,rpn-10,172977,WBGene00004466,C16C2.3,ocrl-1,172822,WBGene00007620,0.46132484,11559592|14704431,"Davy A, et al. (2001)|Li S, et al. (2004)",BioGRID,-,GeneOrienteer,IntAct,MINT,-,-
B0205.3,rpn-10,172977,WBGene00004466,C23H3.4,sptl-1,173389,WBGene00016020,0.46132484,11559592|14704431,"Davy A, et al. (2001)|Li S, et al. (2004)",BioGRID,-,GeneOrienteer,IntAct,MINT,-,-
B0205.3,rpn-10,172977,WBGene00004466,F15B9.5,try-10,179787,WBGene00008849,0.46132484,11559592|14704431,"Davy A, et al. (2001)|Li S, et al. (2004)",BioGRID,-,GeneOrienteer,IntAct,MINT,-,-
B0205.3,rpn-10,172977,WBGene00004466,F20D12.1,csr-1,177591,WBGene00017641,0.46132484,11559592|14704431,"Davy A, et al. (2001)|Li S, et al. (2004)",BioGRID,-,GeneOrienteer,IntAct,MINT,-,-
B0205.3,rpn-10,172977,WBGene00004466,F23C8.5,-,171800,WBGene00017734,0.15120371,11559592|14704431,"Davy A, et al. (2001)|Li S, et al. (2004)",BioGRID,-,GeneOrienteer,IntAct,MINT,-,-
B0205.3,rpn-10,172977,WBGene00004466,F23F12.6,rpt-3,175925,WBGene00004503,0.10363891,11559592|14704431|19123269,"Davy A, et al. (2001)|Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,-,GeneOrienteer,IntAct,MINT,WI8,-
B0205.3,rpn-10,172977,WBGene00004466,F53G12.10,rpl-7,171602,WBGene00004418,0.17124924,11559592|14704431,"Davy A, et al. (2001)|Li S, et al. (2004)",BioGRID,-,GeneOrienteer,IntAct,MINT,-,-
B0205.3,rpn-10,172977,WBGene00004466,F55D10.2,rpl-25.1,180748,WBGene00004438,0.23059216,11559592|14704431,"Davy A, et al. (2001)|Li S, et al. (2004)",BioGRID,-,GeneOrienteer,IntAct,MINT,-,-
B0205.3,rpn-10,172977,WBGene00004466,F57F5.1,-,179645,WBGene00010204,0.2236516,11559592|14704431,"Davy A, et al. (2001)|Li S, et al. (2004)",BioGRID,-,GeneOrienteer,IntAct,MINT,-,-
B0205.3,rpn-10,172977,WBGene00004466,K08A8.1,mek-1,181004,WBGene00003185,0.2327277,11559592|14704431,"Davy A, et al. (2001)|Li S, et al. (2004)",BioGRID,-,GeneOrienteer,IntAct,MINT,-,-
B0205.3,rpn-10,172977,WBGene00004466,K09E2.3,-,187217,WBGene00019572,0.46132484,11559592|14704431,"Davy A, et al. (2001)|Li S, et al. (2004)",BioGRID,-,GeneOrienteer,IntAct,MINT,-,-
B0205.3,rpn-10,172977,WBGene00004466,K11H3.1,gpdh-2,176399,WBGene00010778,0.18940039,11559592|14704431,"Davy A, et al. (2001)|Li S, et al. (2004)",BioGRID,-,GeneOrienteer,IntAct,MINT,-,-
B0205.3,rpn-10,172977,WBGene00004466,R13A5.8,rpl-9,176071,WBGene00004420,0.3350862,11559592|14704431,"Davy A, et al. (2001)|Li S, et al. (2004)",BioGRID,-,GeneOrienteer,IntAct,MINT,-,-
B0205.3,rpn-10,172977,WBGene00004466,T02E9.2,grl-7,179569,WBGene00001716,0.073101941,11559592|14704431,"Davy A, et al. (2001)|Li S, et al. (2004)",BioGRID,-,GeneOrienteer,IntAct,MINT,-,-
B0205.3,rpn-10,172977,WBGene00004466,T10B10.1,col-41,181610,WBGene00000618,0.46132484,11559592|14704431,"Davy A, et al. (2001)|Li S, et al. (2004)",BioGRID,-,GeneOrienteer,IntAct,MINT,-,-
B0205.3,rpn-10,172977,WBGene00004466,T23B5.1,prmt-3,178221,WBGene00011939,0.25297761,11559592|14704431,"Davy A, et al. (2001)|Li S, et al. (2004)",BioGRID,-,GeneOrienteer,IntAct,MINT,-,-
B0205.3,rpn-10,172977,WBGene00004466,T24D8.1,lgc-40,188854,WBGene00020767,0.05766019,11559592|14704431,"Davy A, et al. (2001)|Li S, et al. (2004)",BioGRID,-,GeneOrienteer,IntAct,MINT,-,-
B0205.3,rpn-10,172977,WBGene00004466,W09C5.1,-,173232,WBGene00012351,0.46132484,11559592|14704431,"Davy A, et al. (2001)|Li S, et al. (2004)",BioGRID,-,GeneOrienteer,IntAct,MINT,-,-
B0205.3,rpn-10,172977,WBGene00004466,Y69H2.10,-,190560,WBGene00013485,0.52870159,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
B0205.3,rpn-10,172977,WBGene00004466,Y69H2.3,-,180221,WBGene00013481,0.90548687,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
B0205.3,rpn-10,172977,WBGene00004466,ZK1053.5,scrm-2,191509,WBGene00014200,0.49930793,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
B0205.3,rpn-10,172977,WBGene00004466,ZK20.3,rad-23,174785,WBGene00013924,0.32384584,11778048|14704431|19123269,"Boulton SJ, et al. (2002)|Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,-,GeneOrienteer,IntAct,MINT,WI8,-
B0205.7,kin-3,172978,WBGene00002191,C05D11.4,let-756,175909,WBGene00002881,0.03360192,16672054,"Popovici C, et al. (2006)",BioGRID,-,GeneOrienteer,IntAct,-,-,-
B0205.7,kin-3,172978,WBGene00002191,T01G9.6,kin-10,172610,WBGene00002196,0.006988649,11731503|19123269,"Matthews LR, et al. (2001)|Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
B0205.7,kin-3,172978,WBGene00002191,Y54E10A.3,txl-1,171897,WBGene00021826,9.15e-005,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
B0205.8,-,172976,WBGene00015022,W05H7.4,zfp-3,180479,WBGene00021047,0.000867526,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
B0207.3,gpa-14,172269,WBGene00001676,C45G9.7,-,175685,WBGene00016678,0.013073838,21110867,"Lenfant N, et al. (2010)",-,-,-,IntAct,-,-,-
B0207.3,gpa-14,172269,WBGene00001676,K09G1.4,dop-2,179347,WBGene00001053,7.06e-005,22280843,Pandey P and Harbinder S (2012),BioGRID,-,-,IntAct,-,-,-
B0207.4,air-2,172268,WBGene00000099,C07A9.3,tlk-1,176369,WBGene00006579,0.011162217,15916946,"Han Z, et al. (2005)",-,-,-,IntAct,-,-,-
B0207.4,air-2,172268,WBGene00000099,C09H6.2,lin-10,172597,WBGene00002999,0.14480758,21110867,"Lenfant N, et al. (2010)",-,-,-,IntAct,-,-,-
B0207.4,air-2,172268,WBGene00000099,C14F11.6,-,180896,WBGene00015781,0.015225875,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
B0207.4,air-2,172268,WBGene00000099,F02E8.1,asb-2,180718,WBGene00000207,0.069357451,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
B0207.4,air-2,172268,WBGene00000099,F18C5.2,wrn-1,174081,WBGene00006944,0.084610069,11778048|14704431|19123269,"Boulton SJ, et al. (2002)|Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,-,GeneOrienteer,IntAct,MINT,WI8,-
B0207.4,air-2,172268,WBGene00000099,F41C3.5,-,173818,WBGene00018271,0.069522747,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
B0207.4,air-2,172268,WBGene00000099,K01A6.2,magi-1,178107,WBGene00010444,0.010464537,21110867,"Lenfant N, et al. (2010)",-,-,-,IntAct,-,-,-
B0207.4,air-2,172268,WBGene00000099,T25C8.2,act-5,176793,WBGene00000067,0.17816162,14704431,"Li S, et al. (2004)",BioGRID,-,GeneOrienteer,-,-,-,-
B0207.4,air-2,172268,WBGene00000099,T27F2.3,bir-1,179597,WBGene00000249,0.13325058,12707312,"Romano A, et al. (2003)",BioGRID,-,GeneOrienteer,-,-,-,-
B0207.4,air-2,172268,WBGene00000099,W03F11.6,afd-1,171776,WBGene00021009,0.01302939,21110867,"Lenfant N, et al. (2010)",-,-,-,IntAct,-,-,-
B0207.4,air-2,172268,WBGene00000099,Y39G10AR.13,icp-1,171788,WBGene00002047,0.27595991,11050385|12707312|14704431|15916946|18692475,"Kaitna S, et al. (2000)|Romano A, et al. (2003)|Li S, et al. (2004)|Han Z, et al. (2005)|Boxem M, et al. (2008)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
B0207.4,air-2,172268,WBGene00000099,Y48E1B.12,csc-1,175006,WBGene00000804,0.00719267,12707312,"Romano A, et al. (2003)",BioGRID,-,GeneOrienteer,-,-,-,-
B0207.6,-,172267,WBGene00015029,C34E10.2,gop-2,175722,WBGene00001661,0.000113674,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,-
B0212.5,osm-9,177117,WBGene00003889,T09A12.3,ocr-2,188314,WBGene00003839,0.000115433,17955200,Bianchi L (2007),-,-,-,-,-,-,WormBase
B0213.11,cyp-34A6,181848,WBGene00015041,F54D7.2,-,172097,WBGene00018797,5.19e-005,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
B0213.12,cyp-34A7,181849,WBGene00015042,ZK899.3,-,191454,WBGene00014142,3.96e-005,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
B0213.2,nlp-27,178806,WBGene00003765,F52H2.5,-,186133,WBGene00018717,7.31e-005,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
B0213.2,nlp-27,178806,WBGene00003765,T19D7.3,lpr-7,180415,WBGene00020571,0.001255857,19123269,"Simonis N, et al. (2009)",-,-,-,-,-,WI8,-
B0213.2,nlp-27,178806,WBGene00003765,Y75D11A.3,-,180499,WBGene00022292,0.001255857,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
B0218.3,pmk-1,191743,WBGene00004055,B0336.7,-,175792,WBGene00015147,0.002297533,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
B0218.3,pmk-1,191743,WBGene00004055,B0547.1,csn-5,177342,WBGene00000817,0.74674637,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
B0218.3,pmk-1,191743,WBGene00004055,C15C8.2,cky-1,179743,WBGene00000521,0.001837222,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
B0218.3,pmk-1,191743,WBGene00004055,C38D4.6,pal-1,175638,WBGene00003912,0.049613476,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
B0218.3,pmk-1,191743,WBGene00004055,C44C8.6,mak-2,176914,WBGene00007007,0.044882399,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
B0218.3,pmk-1,191743,WBGene00004055,C54G4.1,rskn-2,172581,WBGene00008311,0.044882399,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
B0218.3,pmk-1,191743,WBGene00004055,F10E7.8,farl-11,174165,WBGene00017349,0.044882399,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
B0218.3,pmk-1,191743,WBGene00004055,F29G6.3,hpo-34,181340,WBGene00009259,0.01929895,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
B0218.3,pmk-1,191743,WBGene00004055,F32B6.1,nhr-4,177839,WBGene00003603,0.002690574,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
B0218.3,pmk-1,191743,WBGene00004055,F41E6.6,tag-196,179240,WBGene00007055,0.044882399,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
B0218.3,pmk-1,191743,WBGene00004055,F54D5.7,-,174768,WBGene00010052,0.032930906,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
B0218.3,pmk-1,191743,WBGene00004055,F59A2.1,npp-9,175443,WBGene00003795,0.10780446,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
B0218.3,pmk-1,191743,WBGene00004055,K04G7.3,ogt-1,176000,WBGene00003858,0.044882399,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
B0218.3,pmk-1,191743,WBGene00004055,K11E8.1,unc-43,177921,WBGene00006779,0.037207967,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
B0218.3,pmk-1,191743,WBGene00004055,R02F2.9,-,259963,WBGene00019838,0.044882399,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
B0218.3,pmk-1,191743,WBGene00004055,T04C12.4,act-3,179533,WBGene00000065,0.021627076,14704431,"Li S, et al. (2004)",-,-,-,IntAct,-,-,-
B0218.3,pmk-1,191743,WBGene00004055,T04C12.6,act-1,179535,WBGene00000063,0.030428908,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,-,MINT,-,-
B0218.3,pmk-1,191743,WBGene00004055,T09B4.9,-,172302,WBGene00020383,0.044882399,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
B0218.3,pmk-1,191743,WBGene00004055,T12G3.1,sqst-1,178139,WBGene00011737,0.067388493,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
B0218.3,pmk-1,191743,WBGene00004055,W02G9.2,kel-8,3565011,WBGene00020952,0.58362316,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",-,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
B0218.3,pmk-1,191743,WBGene00004055,W02G9.3,-,178732,WBGene00020953,0.47826319,14704431,"Li S, et al. (2004)",BioGRID,-,GeneOrienteer,-,-,-,-
B0218.3,pmk-1,191743,WBGene00004055,Y46G5A.31,gsy-1,174924,WBGene00001793,0.022352183,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
B0218.3,pmk-1,191743,WBGene00004055,Y59A8B.7,ebp-1,3565059,WBGene00013344,0.031567203,14704431,"Li S, et al. (2004)",-,DIP,-,IntAct,MINT,-,-
B0218.3,pmk-1,191743,WBGene00004055,Y59A8B.9,ebp-3,180181,WBGene00007062,0.001843202,14704431,"Li S, et al. (2004)",BioGRID,-,GeneOrienteer,-,-,-,-
B0218.3,pmk-1,191743,WBGene00004055,Y75B8A.20,grl-15,190707,WBGene00001724,0.010194163,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
B0218.7,-,177614,WBGene00015051,C34F11.9,dsh-1,173894,WBGene00001101,0.042344891,21110867,"Lenfant N, et al. (2010)",-,-,-,IntAct,-,-,-
B0222.6,col-144,179296,WBGene00000717,K01G5.4,ran-1,176503,WBGene00004302,0.02548982,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
B0222.7,col-145,179297,WBGene00000718,M01E11.2,-,172214,WBGene00019711,0.001431005,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
B0222.8,col-10,179298,WBGene00000599,C09H6.2,lin-10,172597,WBGene00002999,0.056002037,21110867,"Lenfant N, et al. (2010)",-,-,-,IntAct,-,-,-
B0222.8,col-10,179298,WBGene00000599,C40A11.2,-,183352,WBGene00016545,0.001251003,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
B0222.8,col-10,179298,WBGene00000599,T01G1.1,klp-12,178057,WBGene00002223,0.00137093,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
B0222.8,col-10,179298,WBGene00000599,T19B10.5,-,179553,WBGene00011833,0.002677677,21110867,"Lenfant N, et al. (2010)",-,-,-,IntAct,-,-,-
B0228.1,-,181861,WBGene00015059,F20C5.6,-,177687,WBGene00008971,0.008106718,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
B0228.1,-,181861,WBGene00015059,Y43F8C.4,dyf-19,180283,WBGene00012826,0.000508147,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
B0238.1,-,178912,WBGene00015067,M110.5,dab-1,174323,WBGene00000894,0.000159805,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
B0238.11,-,178915,WBGene00015075,C18G1.2,elt-7,178868,WBGene00015981,0.005605809,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
B0238.12,-,178914,WBGene00015076,R05F9.10,sgt-1,173846,WBGene00019893,0.001766986,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
B0238.12,-,178914,WBGene00015076,Y39B6A.1,-,180264,WBGene00012664,0.006729164,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
B0238.12,-,178914,WBGene00015076,Y57A10C.6,daf-22,174881,WBGene00013284,0.002894787,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
B0240.4,npp-22,179607,WBGene00007118,B0547.1,csn-5,177342,WBGene00000817,0.069823204,18692475,"Boxem M, et al. (2008)",BioGRID,-,-,IntAct,MINT,-,-
B0244.8,egg-1,175804,WBGene00015083,C35B8.2,vav-1,181153,WBGene00006887,0.001689637,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
B0250.1,rpl-2,180343,WBGene00004413,C07H6.5,cgh-1,176061,WBGene00000479,0.019928033,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,-,GeneOrienteer,IntAct,-,WI8,-
B0250.1,rpl-2,180343,WBGene00004413,C44H4.5,tap-1,181556,WBGene00006524,0.025690316,14704431,"Li S, et al. (2004)",BioGRID,-,GeneOrienteer,IntAct,-,-,-
B0250.1,rpl-2,180343,WBGene00004413,K08E3.7,pdr-1,176816,WBGene00003967,0.009649183,14704431,"Li S, et al. (2004)",BioGRID,-,GeneOrienteer,IntAct,-,-,-
B0250.1,rpl-2,180343,WBGene00004413,T11B7.4,alp-1,177701,WBGene00001132,0.11223925,14704431,"Li S, et al. (2004)",BioGRID,-,GeneOrienteer,IntAct,-,-,-
B0250.1,rpl-2,180343,WBGene00004413,W09H1.6,lec-1,174964,WBGene00002264,0.029988886,14704431,"Li S, et al. (2004)",BioGRID,-,GeneOrienteer,IntAct,-,-,-
B0250.2,calf-1,180342,WBGene00007119,W04D2.1,atn-1,179709,WBGene00000228,0.040427601,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
